GENDER_CD_F,GENDER_CD_M,EDUCATION_CD_1,EDUCATION_CD_2,EDUCATION_CD_>=3,EDUCATION_CD_none,TOT_SRV_DROPPED_CNT_0,TOT_SRV_DROPPED_CNT_1,TOT_SRV_DROPPED_CNT_2,TOT_SRV_DROPPED_CNT_3,TOT_SRV_DROPPED_CNT_4,TOT_OB_CALL_INTL_ROAM_CNT_<=100,TOT_OB_CALL_INTL_ROAM_CNT_<=200,TOT_OB_CALL_INTL_ROAM_CNT_>200,BARRING_REASON_CD_0,BARRING_REASON_CD_1,BARRING_REASON_CD_2,BARRING_REASON_CD_3,TOT_SRV_ADDED_CNT_0,TOT_SRV_ADDED_CNT_1,TOT_SRV_ADDED_CNT_2,TOT_SRV_ADDED_CNT_3,SUBS_TENURE,TOT_DAY_LAST_COMPLAINT_CNT,TOT_DAY_LAST_SUSPENDED_CNT,MTH_TO_SUBS_END_CNT,REV_AMT_BASE_1,REV_AMT_BASE_2,CUST_AGE,PCT_CHNG_IB_SMS_CNT
1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.7776917536602301,-0.6954669170832246,-0.4386663373340506,-0.5287894564814917,0.7942903316159308,1.3412664883680703,1.1556613559078333,-1.1606976126909354
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.3359617296267854,-0.12054440361573467,0.471155457995391,1.557667625918341,-0.38503535970440733,-1.1059437321441419,0.7423590910266626,-1.1386792254561766
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.21009335449027094,-0.6954669170832246,-0.30869179514413037,0.5144390847184247,1.3172651173502474,1.3820048273540049,1.3209822618603013,-0.38305409464078644
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.4309583665069933,0.5981087382186279,-1.6084372170433328,-1.572017997681408,1.5559381739269824,-0.9255310880635744,-0.41488725064061505,0.7367888429055471
1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.21009335449027094,0.023186224751137834,-1.348488132663492,-0.5287894564814917,-1.0519159589629319,-0.35228446090435234,0.4117172791217261,-0.9654018963027927
0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.3144184145738826,0.16691685311801033,-0.9585645060937316,-0.5287894564814917,1.478720420328627,-1.5657049864139747,0.7423590910266626,0.483175212766851
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.872688390540438,-1.1266588021838422,1.2510027111349125,-0.5287894564814917,-0.620198518390308,-0.3930227998902869,-0.16690589171191267,-0.6039662834296703
0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-0.21009335449027094,0.31064748148488286,-0.8285899639038112,-0.5287894564814917,-0.8939705538753866,1.3441763697242084,-1.1588313274267221,-1.8577992697810597
0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.21009335449027094,0.4543781098517553,-0.8285899639038112,1.557667625918341,1.5910371528353258,0.2646103865969425,1.651624073765238,0.2918625661286578
0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.01077165752645139,1.4604925084198628,0.6011300001853113,-0.5287894564814917,0.44330054253249684,-1.094304206719589,-0.9108499684980197,-1.2579589851788648
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.01077165752645139,0.8855699949523729,0.9910536267550719,0.5144390847184247,1.7314330684686994,-1.0739350372266216,-0.9935104214742538,0.025437179571610416
