GENDER_CD_F,GENDER_CD_M,EDUCATION_CD_1,EDUCATION_CD_2,EDUCATION_CD_>=3,EDUCATION_CD_none,TOT_SRV_DROPPED_CNT_0,TOT_SRV_DROPPED_CNT_1,TOT_SRV_DROPPED_CNT_2,TOT_SRV_DROPPED_CNT_3,TOT_SRV_DROPPED_CNT_4,TOT_OB_CALL_INTL_ROAM_CNT_<=100,TOT_OB_CALL_INTL_ROAM_CNT_<=200,TOT_OB_CALL_INTL_ROAM_CNT_>200,BARRING_REASON_CD_0,BARRING_REASON_CD_1,BARRING_REASON_CD_2,BARRING_REASON_CD_3,TOT_SRV_ADDED_CNT_0,TOT_SRV_ADDED_CNT_1,TOT_SRV_ADDED_CNT_2,TOT_SRV_ADDED_CNT_3,SUBS_TENURE,TOT_DAY_LAST_COMPLAINT_CNT,TOT_DAY_LAST_SUSPENDED_CNT,MTH_TO_SUBS_END_CNT,REV_AMT_BASE_1,REV_AMT_BASE_2,CUST_AGE,PCT_CHNG_IB_SMS_CNT
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.21009335449027094,-0.6954669170832246,0.3411809158054708,-0.5287894564814917,1.282166138441904,-1.6326322576051528,1.5689636207890036,1.3094582790527005
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.01077165752645139,-1.7015813156513322,-1.4784626748534124,-0.5287894564814917,-0.5078817858836092,-0.23006944394654863,0.9076799969791308,-0.7443811897624117
0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.115096717610063,0.023186224751137834,-0.30869179514413037,0.5144390847184247,0.053701876649885134,1.416923403627663,-0.6628686095693174,0.5407922963604939
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.01077165752645139,0.4543781098517553,-0.4386663373340506,1.557667625918341,-0.06563465163848241,-1.1554117151984908,-0.3322267976643809,-1.737460526169514
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.21009335449027094,-1.2703894305507146,1.1210281689449921,-0.5287894564814917,-1.5468115615705738,-0.5239674609165051,-0.49754770361684914,-1.10014704506438
1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.23163666954317372,-0.6954669170832246,1.3809772533248326,0.5144390847184247,1.4927600118919644,0.1103866747216188,0.990340449955365,-1.1752438033574597
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.23163666954317372,1.747953765153608,0.3411809158054708,-0.5287894564814917,0.9978644092843225,-1.6646409525226729,0.08107546721678967,-0.49957653416381304
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.6518233785237156,-0.40800566034947966,-0.8285899639038112,-0.5287894564814917,-0.29377801454271446,1.2830688612453067,1.651624073765238,0.9107510387965221
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.01077165752645139,1.3167618800529903,0.8610790845651517,-0.5287894564814917,-0.7009261698794979,0.939702861221001,0.6596986380504285,0.15214876669093516
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.8942317055933408,-1.414120058917587,-1.4784626748534124,0.5144390847184247,-0.4482135217394254,1.178313132424332,1.5689636207890036,-1.3061140159644042
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.6733666935766184,1.4604925084198628,-0.8285899639038112,-0.5287894564814917,-1.2484702408496549,0.23551157303556067,0.7423590910266626,0.016601559885328694
0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-1.3144184145738826,1.4604925084198628,1.3809772533248326,-1.572017997681408,0.21866707751909908,-0.2329793253026868,-0.41488725064061505,0.646931394602064
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.6518233785237156,0.5981087382186279,-1.218513590473572,-0.5287894564814917,-0.641257905735314,0.44793291203364805,1.4036427148365356,0.4825223001775812
