GENDER_CD_F,GENDER_CD_M,EDUCATION_CD_1,EDUCATION_CD_2,EDUCATION_CD_>=3,EDUCATION_CD_none,TOT_SRV_DROPPED_CNT_0,TOT_SRV_DROPPED_CNT_1,TOT_SRV_DROPPED_CNT_2,TOT_SRV_DROPPED_CNT_3,TOT_SRV_DROPPED_CNT_4,TOT_OB_CALL_INTL_ROAM_CNT_<=100,TOT_OB_CALL_INTL_ROAM_CNT_<=200,TOT_OB_CALL_INTL_ROAM_CNT_>200,BARRING_REASON_CD_0,BARRING_REASON_CD_1,BARRING_REASON_CD_2,BARRING_REASON_CD_3,TOT_SRV_ADDED_CNT_0,TOT_SRV_ADDED_CNT_1,TOT_SRV_ADDED_CNT_2,TOT_SRV_ADDED_CNT_3,SUBS_TENURE,TOT_DAY_LAST_COMPLAINT_CNT,TOT_DAY_LAST_SUSPENDED_CNT,MTH_TO_SUBS_END_CNT,REV_AMT_BASE_1,REV_AMT_BASE_2,CUST_AGE,PCT_CHNG_IB_SMS_CNT
1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.3144184145738826,1.1730312516861179,-0.4386663373340506,-0.5287894564814917,-0.939599226456233,-1.2194291050335309,-1.0761708744504879,0.6559751814273446
1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.5568267416435078,1.0293006233192454,-0.9585645060937316,0.5144390847184247,-0.45172341963025975,-0.04674691850984309,1.2383218088840673,0.15214876669093516
1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.872688390540438,1.3167618800529903,-1.218513590473572,-1.572017997681408,-0.062124753747648066,-0.791676545681218,-1.4068126863554244,-0.5487569925218917
1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.01077165752645139,-0.40800566034947966,-0.9585645060937316,-1.572017997681408,-1.6872074772039474,-1.5657049864139747,0.6596986380504285,-0.7383511847170411
1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.23163666954317372,0.16691685311801033,0.08123183142563031,-0.5287894564814917,-1.1817821809238025,0.7680198612088482,-1.0761708744504879,0.016601559885328694
1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.21009335449027094,0.16691685311801033,-1.348488132663492,1.557667625918341,-0.1358326094551692,-1.094304206719589,0.4117172791217261,-0.6342333051538889
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.535283426590605,0.8855699949523729,-0.5686408795239708,-0.5287894564814917,-0.02351587694847033,-0.30863624056227956,-0.41488725064061505,1.4797027424205507
0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0935534025571603,-1.5578506872844597,-1.7384117592332529,0.5144390847184247,1.0119040008476599,1.2656095731084775,-0.08424543873567857,-0.8658465396761786
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.9985567656769525,0.4543781098517553,-0.5686408795239708,0.5144390847184247,-0.3148374018877205,-1.36492317284044,0.08107546721678967,0.21439305711272072
0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.4309583665069933,1.1730312516861179,1.2510027111349125,0.5144390847184247,1.271636444769401,1.2423305222593721,0.9076799969791308,0.10835317312439006
